building_name,city,province,region,country,window_count,window_type,access_method,service_type,frequency,labour_rate_cad,margin_pct,base_minutes_per_window,service_multiplier,access_multiplier,frequency_discount,total_labour_minutes,labour_cost_cad,materials_cost_cad,subtotal_cad,margin_amount_cad,final_price_cad,per_window_cost_cad,visits_per_year,annual_total_cad
Office Building - Bay Street,Sault Ste. Marie,Ontario,Northern Ontario,Canada,55,standard_single_pane,ladder,both,weekly,26.0,25.0,4,1.0,1.4,0.7,308.0,93.43,7.47,100.9,25.23,126.13,2.29,52,6558.55
Office Building - Bay Street,Sault Ste. Marie,Ontario,Northern Ontario,Canada,55,standard_single_pane,ladder,both,weekly,26.0,30.0,4,1.0,1.4,0.7,308.0,93.43,7.47,100.9,30.27,131.17,2.38,52,6820.89
Office Building - Bay Street,Sault Ste. Marie,Ontario,Northern Ontario,Canada,55,standard_single_pane,ladder,both,weekly,26.0,35.0,4,1.0,1.4,0.7,308.0,93.43,7.47,100.9,35.32,136.22,2.48,52,7083.24
Office Building - Bay Street,Sault Ste. Marie,Ontario,Northern Ontario,Canada,55,standard_single_pane,ladder,both,weekly,26.0,40.0,4,1.0,1.4,0.7,308.0,93.43,7.47,100.9,40.36,141.26,2.57,52,7345.58
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,one_time,20.0,25.0,5,0.45,1.0,1.0,63.0,21.0,1.68,22.68,5.67,28.35,1.01,1,28.35
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,one_time,20.0,30.0,5,0.45,1.0,1.0,63.0,21.0,1.68,22.68,6.8,29.48,1.05,1,29.48
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,one_time,20.0,35.0,5,0.45,1.0,1.0,63.0,21.0,1.68,22.68,7.94,30.62,1.09,1,30.62
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,one_time,20.0,40.0,5,0.45,1.0,1.0,63.0,21.0,1.68,22.68,9.07,31.75,1.13,1,31.75
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,one_time,22.0,25.0,5,0.45,1.0,1.0,63.0,23.1,1.85,24.95,6.24,31.19,1.11,1,31.19
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,one_time,22.0,30.0,5,0.45,1.0,1.0,63.0,23.1,1.85,24.95,7.48,32.43,1.16,1,32.43
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,one_time,22.0,35.0,5,0.45,1.0,1.0,63.0,23.1,1.85,24.95,8.73,33.68,1.2,1,33.68
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,one_time,22.0,40.0,5,0.45,1.0,1.0,63.0,23.1,1.85,24.95,9.98,34.93,1.25,1,34.93
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,one_time,24.0,25.0,5,0.45,1.0,1.0,63.0,25.2,2.02,27.22,6.8,34.02,1.22,1,34.02
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,one_time,24.0,30.0,5,0.45,1.0,1.0,63.0,25.2,2.02,27.22,8.16,35.38,1.26,1,35.38
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,one_time,24.0,35.0,5,0.45,1.0,1.0,63.0,25.2,2.02,27.22,9.53,36.74,1.31,1,36.74
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,one_time,24.0,40.0,5,0.45,1.0,1.0,63.0,25.2,2.02,27.22,10.89,38.1,1.36,1,38.1
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,one_time,26.0,25.0,5,0.45,1.0,1.0,63.0,27.3,2.18,29.48,7.37,36.86,1.32,1,36.86
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,one_time,26.0,30.0,5,0.45,1.0,1.0,63.0,27.3,2.18,29.48,8.85,38.33,1.37,1,38.33
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,one_time,26.0,35.0,5,0.45,1.0,1.0,63.0,27.3,2.18,29.48,10.32,39.8,1.42,1,39.8
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,one_time,26.0,40.0,5,0.45,1.0,1.0,63.0,27.3,2.18,29.48,11.79,41.28,1.47,1,41.28
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,quarterly,20.0,25.0,5,0.45,1.0,0.9,63.0,18.9,1.51,20.41,5.1,25.52,0.91,4,102.06
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,quarterly,20.0,30.0,5,0.45,1.0,0.9,63.0,18.9,1.51,20.41,6.12,26.54,0.95,4,106.14
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,quarterly,20.0,35.0,5,0.45,1.0,0.9,63.0,18.9,1.51,20.41,7.14,27.56,0.98,4,110.22
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,quarterly,20.0,40.0,5,0.45,1.0,0.9,63.0,18.9,1.51,20.41,8.16,28.58,1.02,4,114.31
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,quarterly,22.0,25.0,5,0.45,1.0,0.9,63.0,20.79,1.66,22.45,5.61,28.07,1.0,4,112.27
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,quarterly,22.0,30.0,5,0.45,1.0,0.9,63.0,20.79,1.66,22.45,6.74,29.19,1.04,4,116.76
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,quarterly,22.0,35.0,5,0.45,1.0,0.9,63.0,20.79,1.66,22.45,7.86,30.31,1.08,4,121.25
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,quarterly,22.0,40.0,5,0.45,1.0,0.9,63.0,20.79,1.66,22.45,8.98,31.43,1.12,4,125.74
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,quarterly,24.0,25.0,5,0.45,1.0,0.9,63.0,22.68,1.81,24.49,6.12,30.62,1.09,4,122.47
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,quarterly,24.0,30.0,5,0.45,1.0,0.9,63.0,22.68,1.81,24.49,7.35,31.84,1.14,4,127.37
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,quarterly,24.0,35.0,5,0.45,1.0,0.9,63.0,22.68,1.81,24.49,8.57,33.07,1.18,4,132.27
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,quarterly,24.0,40.0,5,0.45,1.0,0.9,63.0,22.68,1.81,24.49,9.8,34.29,1.22,4,137.17
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,quarterly,26.0,25.0,5,0.45,1.0,0.9,63.0,24.57,1.97,26.54,6.63,33.17,1.18,4,132.68
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,quarterly,26.0,30.0,5,0.45,1.0,0.9,63.0,24.57,1.97,26.54,7.96,34.5,1.23,4,137.99
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,quarterly,26.0,35.0,5,0.45,1.0,0.9,63.0,24.57,1.97,26.54,9.29,35.82,1.28,4,143.29
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,quarterly,26.0,40.0,5,0.45,1.0,0.9,63.0,24.57,1.97,26.54,10.61,37.15,1.33,4,148.6
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,monthly,20.0,25.0,5,0.45,1.0,0.8,63.0,16.8,1.34,18.14,4.54,22.68,0.81,12,272.16
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,monthly,20.0,30.0,5,0.45,1.0,0.8,63.0,16.8,1.34,18.14,5.44,23.59,0.84,12,283.05
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,monthly,20.0,35.0,5,0.45,1.0,0.8,63.0,16.8,1.34,18.14,6.35,24.49,0.87,12,293.93
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,monthly,20.0,40.0,5,0.45,1.0,0.8,63.0,16.8,1.34,18.14,7.26,25.4,0.91,12,304.82
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,monthly,22.0,25.0,5,0.45,1.0,0.8,63.0,18.48,1.48,19.96,4.99,24.95,0.89,12,299.38
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,monthly,22.0,30.0,5,0.45,1.0,0.8,63.0,18.48,1.48,19.96,5.99,25.95,0.93,12,311.35
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,monthly,22.0,35.0,5,0.45,1.0,0.8,63.0,18.48,1.48,19.96,6.99,26.94,0.96,12,323.33
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,monthly,22.0,40.0,5,0.45,1.0,0.8,63.0,18.48,1.48,19.96,7.98,27.94,1.0,12,335.3
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,monthly,24.0,25.0,5,0.45,1.0,0.8,63.0,20.16,1.61,21.77,5.44,27.22,0.97,12,326.59
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,monthly,24.0,30.0,5,0.45,1.0,0.8,63.0,20.16,1.61,21.77,6.53,28.3,1.01,12,339.66
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,monthly,24.0,35.0,5,0.45,1.0,0.8,63.0,20.16,1.61,21.77,7.62,29.39,1.05,12,352.72
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,monthly,24.0,40.0,5,0.45,1.0,0.8,63.0,20.16,1.61,21.77,8.71,30.48,1.09,12,365.78
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,monthly,26.0,25.0,5,0.45,1.0,0.8,63.0,21.84,1.75,23.59,5.9,29.48,1.05,12,353.81
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,monthly,26.0,30.0,5,0.45,1.0,0.8,63.0,21.84,1.75,23.59,7.08,30.66,1.1,12,367.96
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,monthly,26.0,35.0,5,0.45,1.0,0.8,63.0,21.84,1.75,23.59,8.26,31.84,1.14,12,382.11
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,monthly,26.0,40.0,5,0.45,1.0,0.8,63.0,21.84,1.75,23.59,9.43,33.02,1.18,12,396.26
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,weekly,20.0,25.0,5,0.45,1.0,0.7,63.0,14.7,1.18,15.88,3.97,19.84,0.71,52,1031.94
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,weekly,20.0,30.0,5,0.45,1.0,0.7,63.0,14.7,1.18,15.88,4.76,20.64,0.74,52,1073.22
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,weekly,20.0,35.0,5,0.45,1.0,0.7,63.0,14.7,1.18,15.88,5.56,21.43,0.77,52,1114.5
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,weekly,20.0,40.0,5,0.45,1.0,0.7,63.0,14.7,1.18,15.88,6.35,22.23,0.79,52,1155.77
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,weekly,22.0,25.0,5,0.45,1.0,0.7,63.0,16.17,1.29,17.46,4.37,21.83,0.78,52,1135.13
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,weekly,22.0,30.0,5,0.45,1.0,0.7,63.0,16.17,1.29,17.46,5.24,22.7,0.81,52,1180.54
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,weekly,22.0,35.0,5,0.45,1.0,0.7,63.0,16.17,1.29,17.46,6.11,23.58,0.84,52,1225.94
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,weekly,22.0,40.0,5,0.45,1.0,0.7,63.0,16.17,1.29,17.46,6.99,24.45,0.87,52,1271.35
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,weekly,24.0,25.0,5,0.45,1.0,0.7,63.0,17.64,1.41,19.05,4.76,23.81,0.85,52,1238.33
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,weekly,24.0,30.0,5,0.45,1.0,0.7,63.0,17.64,1.41,19.05,5.72,24.77,0.88,52,1287.86
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,weekly,24.0,35.0,5,0.45,1.0,0.7,63.0,17.64,1.41,19.05,6.67,25.72,0.92,52,1337.39
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,weekly,24.0,40.0,5,0.45,1.0,0.7,63.0,17.64,1.41,19.05,7.62,26.67,0.95,52,1386.93
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,weekly,26.0,25.0,5,0.45,1.0,0.7,63.0,19.11,1.53,20.64,5.16,25.8,0.92,52,1341.52
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,weekly,26.0,30.0,5,0.45,1.0,0.7,63.0,19.11,1.53,20.64,6.19,26.83,0.96,52,1395.18
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,weekly,26.0,35.0,5,0.45,1.0,0.7,63.0,19.11,1.53,20.64,7.22,27.86,1.0,52,1448.84
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,interior_only,weekly,26.0,40.0,5,0.45,1.0,0.7,63.0,19.11,1.53,20.64,8.26,28.89,1.03,52,1502.5
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,one_time,20.0,25.0,5,0.55,1.0,1.0,77.0,25.67,2.05,27.72,6.93,34.65,1.24,1,34.65
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,one_time,20.0,30.0,5,0.55,1.0,1.0,77.0,25.67,2.05,27.72,8.32,36.04,1.29,1,36.04
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,one_time,20.0,35.0,5,0.55,1.0,1.0,77.0,25.67,2.05,27.72,9.7,37.42,1.34,1,37.42
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,one_time,20.0,40.0,5,0.55,1.0,1.0,77.0,25.67,2.05,27.72,11.09,38.81,1.39,1,38.81
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,one_time,22.0,25.0,5,0.55,1.0,1.0,77.0,28.23,2.26,30.49,7.62,38.12,1.36,1,38.12
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,one_time,22.0,30.0,5,0.55,1.0,1.0,77.0,28.23,2.26,30.49,9.15,39.64,1.42,1,39.64
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,one_time,22.0,35.0,5,0.55,1.0,1.0,77.0,28.23,2.26,30.49,10.67,41.16,1.47,1,41.16
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,one_time,22.0,40.0,5,0.55,1.0,1.0,77.0,28.23,2.26,30.49,12.2,42.69,1.52,1,42.69
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,one_time,24.0,25.0,5,0.55,1.0,1.0,77.0,30.8,2.46,33.26,8.32,41.58,1.49,1,41.58
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,one_time,24.0,30.0,5,0.55,1.0,1.0,77.0,30.8,2.46,33.26,9.98,43.24,1.54,1,43.24
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,one_time,24.0,35.0,5,0.55,1.0,1.0,77.0,30.8,2.46,33.26,11.64,44.91,1.6,1,44.91
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,one_time,24.0,40.0,5,0.55,1.0,1.0,77.0,30.8,2.46,33.26,13.31,46.57,1.66,1,46.57
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,one_time,26.0,25.0,5,0.55,1.0,1.0,77.0,33.37,2.67,36.04,9.01,45.05,1.61,1,45.05
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,one_time,26.0,30.0,5,0.55,1.0,1.0,77.0,33.37,2.67,36.04,10.81,46.85,1.67,1,46.85
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,one_time,26.0,35.0,5,0.55,1.0,1.0,77.0,33.37,2.67,36.04,12.61,48.65,1.74,1,48.65
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,one_time,26.0,40.0,5,0.55,1.0,1.0,77.0,33.37,2.67,36.04,14.41,50.45,1.8,1,50.45
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,quarterly,20.0,25.0,5,0.55,1.0,0.9,77.0,23.1,1.85,24.95,6.24,31.19,1.11,4,124.74
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,quarterly,20.0,30.0,5,0.55,1.0,0.9,77.0,23.1,1.85,24.95,7.48,32.43,1.16,4,129.73
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,quarterly,20.0,35.0,5,0.55,1.0,0.9,77.0,23.1,1.85,24.95,8.73,33.68,1.2,4,134.72
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,quarterly,20.0,40.0,5,0.55,1.0,0.9,77.0,23.1,1.85,24.95,9.98,34.93,1.25,4,139.71
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,quarterly,22.0,25.0,5,0.55,1.0,0.9,77.0,25.41,2.03,27.44,6.86,34.3,1.23,4,137.21
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,quarterly,22.0,30.0,5,0.55,1.0,0.9,77.0,25.41,2.03,27.44,8.23,35.68,1.27,4,142.7
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,quarterly,22.0,35.0,5,0.55,1.0,0.9,77.0,25.41,2.03,27.44,9.6,37.05,1.32,4,148.19
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,quarterly,22.0,40.0,5,0.55,1.0,0.9,77.0,25.41,2.03,27.44,10.98,38.42,1.37,4,153.68
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,quarterly,24.0,25.0,5,0.55,1.0,0.9,77.0,27.72,2.22,29.94,7.48,37.42,1.34,4,149.69
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,quarterly,24.0,30.0,5,0.55,1.0,0.9,77.0,27.72,2.22,29.94,8.98,38.92,1.39,4,155.68
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,quarterly,24.0,35.0,5,0.55,1.0,0.9,77.0,27.72,2.22,29.94,10.48,40.42,1.44,4,161.66
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,quarterly,24.0,40.0,5,0.55,1.0,0.9,77.0,27.72,2.22,29.94,11.98,41.91,1.5,4,167.65
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,quarterly,26.0,25.0,5,0.55,1.0,0.9,77.0,30.03,2.4,32.43,8.11,40.54,1.45,4,162.16
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,quarterly,26.0,30.0,5,0.55,1.0,0.9,77.0,30.03,2.4,32.43,9.73,42.16,1.51,4,168.65
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,quarterly,26.0,35.0,5,0.55,1.0,0.9,77.0,30.03,2.4,32.43,11.35,43.78,1.56,4,175.13
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,quarterly,26.0,40.0,5,0.55,1.0,0.9,77.0,30.03,2.4,32.43,12.97,45.41,1.62,4,181.62
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,monthly,20.0,25.0,5,0.55,1.0,0.8,77.0,20.53,1.64,22.18,5.54,27.72,0.99,12,332.64
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,monthly,20.0,30.0,5,0.55,1.0,0.8,77.0,20.53,1.64,22.18,6.65,28.83,1.03,12,345.95
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,monthly,20.0,35.0,5,0.55,1.0,0.8,77.0,20.53,1.64,22.18,7.76,29.94,1.07,12,359.25
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,monthly,20.0,40.0,5,0.55,1.0,0.8,77.0,20.53,1.64,22.18,8.87,31.05,1.11,12,372.56
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,monthly,22.0,25.0,5,0.55,1.0,0.8,77.0,22.59,1.81,24.39,6.1,30.49,1.09,12,365.9
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,monthly,22.0,30.0,5,0.55,1.0,0.8,77.0,22.59,1.81,24.39,7.32,31.71,1.13,12,380.54
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,monthly,22.0,35.0,5,0.55,1.0,0.8,77.0,22.59,1.81,24.39,8.54,32.93,1.18,12,395.18
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,monthly,22.0,40.0,5,0.55,1.0,0.8,77.0,22.59,1.81,24.39,9.76,34.15,1.22,12,409.81
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,monthly,24.0,25.0,5,0.55,1.0,0.8,77.0,24.64,1.97,26.61,6.65,33.26,1.19,12,399.17
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,monthly,24.0,30.0,5,0.55,1.0,0.8,77.0,24.64,1.97,26.61,7.98,34.59,1.24,12,415.13
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,monthly,24.0,35.0,5,0.55,1.0,0.8,77.0,24.64,1.97,26.61,9.31,35.93,1.28,12,431.1
Medical Clinic - Great Northern Rd,Sault Ste. Marie,Ontario,Northern Ontario,Canada,28,double_pane,ground_level,exterior_only,monthly,24.0,40.0,5,0.55,1.0,0.8,77.0,24.64,1.97,26.61,10.64,37.26,1.33,12,447.07
